City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
457,Sambava,MG,-14.2667,50.1667,74.61,86,93,12.95,moderate rain
458,Rocha,UY,-34.4833,-54.3333,55.26,90,100,25.68,overcast clouds
459,Riyadh,SA,24.6877,46.7219,73.54,18,0,2.44,clear sky
460,Rabo De Peixe,PT,37.8,-25.5833,58.51,89,20,9.22,few clouds
461,Damara,CF,4.9608,18.7035,70.74,96,98,2.64,moderate rain
462,Cidreira,BR,-30.1811,-50.2056,53.04,90,100,33.76,overcast clouds
463,Morant Bay,JM,17.8815,-76.4093,82.02,87,95,5.99,overcast clouds
464,Saryg-Sep,RU,51.5,95.6,67.15,41,8,3.0,clear sky
465,Kirakira,SB,-10.4544,161.9205,84.07,73,27,3.83,scattered clouds
466,Udarnyy,RU,54.3409,42.8611,41.95,93,98,3.38,overcast clouds
467,Valparaiso,CL,-33.0393,-71.6273,53.47,82,100,4.61,overcast clouds
468,Labuhan,ID,-6.8844,112.2051,82.54,78,100,6.71,overcast clouds
469,Boguchany,RU,58.3814,97.4531,72.54,46,23,9.73,few clouds
470,Listvyanskiy,RU,54.4399,83.4984,68.22,45,100,1.23,overcast clouds
471,Chihuahua,MX,28.5,-106.0,90.43,9,83,16.33,broken clouds
472,Port Hedland,AU,-20.3167,118.5667,75.25,83,75,6.91,moderate rain
473,Nimaparha,IN,20.0667,86.0167,82.8,65,27,13.42,scattered clouds
474,Antigonish,CA,45.6169,-61.9986,53.78,97,19,7.94,few clouds
475,Guerrero Negro,MX,27.9769,-114.0611,61.16,78,0,19.77,clear sky
476,Koungou,YT,-12.7336,45.2042,80.31,83,75,17.27,broken clouds
477,Ahipara,NZ,-35.1667,173.1667,66.56,96,100,11.45,moderate rain
478,Glenwood Springs,US,39.5505,-107.3248,74.21,40,0,12.66,clear sky
479,Wenling,CN,28.3669,121.36,67.17,53,100,2.3,overcast clouds
480,Calmar,CA,53.2668,-113.8187,57.27,29,100,12.66,overcast clouds
481,Grindavik,IS,63.8424,-22.4338,49.95,81,40,13.8,scattered clouds
482,Andenes,NO,69.3143,16.1194,39.18,93,100,6.91,mist
483,Santa Rosa,PH,14.3122,121.1114,88.09,75,98,5.79,overcast clouds
484,Viseu,PT,40.661,-7.9097,57.74,96,100,2.68,overcast clouds
485,Vilyuysk,RU,63.7553,121.6247,44.01,59,86,5.03,overcast clouds
486,Burnie,AU,-41.0667,145.9167,53.94,70,53,17.9,broken clouds
487,Methoni,GR,36.8197,21.7049,68.22,80,0,6.24,clear sky
488,Polunochnoye,RU,60.8697,60.4153,40.84,96,100,5.7,light rain
489,Calderitas,MX,18.55,-88.25,79.88,72,10,12.15,clear sky
490,Stephenville,US,32.2207,-98.2023,90.39,35,0,14.97,clear sky
491,Peleduy,RU,59.6289,112.7406,62.29,58,96,7.02,overcast clouds
492,Pangody,RU,65.85,74.4859,36.73,80,81,12.08,broken clouds
493,Glossa,GR,35.4717,23.7763,64.09,72,0,3.06,clear sky
494,Kromy,RU,52.6876,35.7667,42.08,94,100,9.86,overcast clouds
495,Waingapu,ID,-9.6567,120.2641,84.7,65,28,8.77,scattered clouds
496,Rio Gallegos,AR,-51.6226,-69.2181,42.85,93,100,5.75,overcast clouds
497,Sol-Iletsk,RU,51.1631,54.9918,47.66,92,100,9.69,light rain
498,Lagoa,PT,39.05,-27.9833,57.74,60,100,16.44,overcast clouds
499,Dicabisagan,PH,17.0818,122.4157,81.18,82,100,7.49,light rain
500,Fuyang,CN,32.9,115.8167,81.39,28,100,8.41,overcast clouds
501,Verkhnetulomskiy,RU,68.6073,31.7962,32.13,95,93,6.67,light snow
502,Puerto Del Rosario,ES,28.5004,-13.8627,67.75,77,0,12.66,clear sky
503,Sehithwa,BW,-20.4667,22.7167,60.8,57,75,6.87,broken clouds
504,Tallahassee,US,30.4383,-84.2807,82.24,70,40,8.05,scattered clouds
505,Jesup,US,31.6074,-81.8854,76.93,73,0,0.0,clear sky
506,Ingham,US,42.6,-84.3833,58.23,54,0,4.61,clear sky
507,Takab,IR,36.4009,47.1133,47.55,71,0,0.16,clear sky
508,Lompoc,US,34.6391,-120.4579,66.56,74,0,17.27,clear sky
509,Agadez,NE,19.75,10.25,77.34,14,0,10.13,clear sky
510,Villazon,BO,-22.0866,-65.5942,36.57,69,66,5.19,broken clouds
511,Igrim,RU,63.1906,64.4162,41.25,64,99,8.88,overcast clouds
512,Husavik,IS,66.0449,-17.3389,48.7,82,100,8.14,overcast clouds
513,Dudinka,RU,69.4058,86.1778,42.62,96,100,7.07,light rain
514,Lagoa Vermelha,BR,-28.2086,-51.5258,39.52,98,100,17.22,overcast clouds
515,Boa Vista,BR,2.8197,-60.6733,76.98,88,100,5.75,thunderstorm with rain
516,Kruisfontein,ZA,-34.0033,24.7314,67.59,37,0,11.9,clear sky
517,Sydney Mines,CA,46.2367,-60.2177,53.19,97,100,7.0,fog
518,Springhill,US,33.006,-93.4668,80.49,71,96,5.23,overcast clouds
519,Monte Alegre,BR,-2.0078,-54.0692,74.73,96,76,1.48,broken clouds
520,Qasigiannguit,GL,68.8193,-51.1922,30.45,94,20,4.99,few clouds
521,Mount Pleasant,US,32.7941,-79.8626,75.34,86,0,3.44,clear sky
522,Mahon,ES,39.8885,4.2658,63.16,94,0,0.0,clear sky
523,Acarau,BR,-2.8856,-40.12,77.49,88,68,9.95,broken clouds
524,Altamont,US,42.2068,-121.7372,69.64,16,0,11.5,clear sky
525,Pointe Michel,DM,15.25,-61.3833,79.86,80,96,14.34,overcast clouds
526,Lar,IN,26.2039,83.9717,92.95,45,0,7.87,clear sky
527,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.74,99,100,1.5,light rain
528,Takoradi,GH,4.8845,-1.7554,79.36,87,100,8.9,overcast clouds
529,Virginia Beach,US,36.8529,-75.978,74.01,60,0,10.49,clear sky
530,Srednekolymsk,RU,67.45,153.6833,49.91,57,19,3.53,few clouds
531,Guaruja,BR,-23.9931,-46.2564,66.88,26,0,1.99,clear sky
532,Tuy Hoa,VN,13.0833,109.3,82.2,75,99,4.45,overcast clouds
533,Saint George,US,37.1041,-113.5841,93.79,10,0,14.97,clear sky
534,Colborne,CA,44.0001,-77.8828,55.06,79,6,9.28,clear sky
535,Wau,SS,7.7029,27.9953,76.98,72,74,1.7,light rain
536,Pontianak,ID,-0.0333,109.3333,80.58,83,20,4.61,few clouds
537,Sur,OM,22.5667,59.5289,87.33,38,2,9.17,clear sky
538,Hervey Bay,AU,-25.2986,152.8535,77.02,85,71,5.01,broken clouds
539,Acapulco,MX,16.8634,-99.8901,84.02,61,40,11.5,scattered clouds
540,Pastavy,BY,55.1168,26.8326,40.73,87,100,10.42,overcast clouds
541,La Presa,US,32.7081,-116.9973,72.34,70,20,14.97,few clouds
542,Marsa Matruh,EG,31.3525,27.2453,62.8,82,0,0.0,clear sky
543,Comodoro Rivadavia,AR,-45.8667,-67.5,51.66,35,0,10.36,clear sky
544,Belyy Yar,RU,53.6039,91.3903,65.86,48,0,4.47,clear sky
545,Guaratinga,BR,-16.5667,-39.5667,71.76,94,11,2.21,few clouds
546,Oranjemund,NA,-28.55,16.4333,71.55,33,87,7.87,overcast clouds
547,Loa Janan,ID,-0.583,117.095,87.85,61,84,2.68,broken clouds
548,Shalinskoye,RU,55.7228,93.7594,72.57,39,57,13.53,broken clouds
549,Polyarnyy,RU,69.1989,33.4478,34.61,79,100,17.09,light snow
550,La Asuncion,VE,11.0333,-63.8628,80.33,94,100,17.27,overcast clouds
551,Coihaique,CL,-45.5752,-72.0662,32.61,93,0,0.0,clear sky
552,Broken Hill,AU,-31.95,141.4333,59.56,52,13,9.8,few clouds
553,Taoudenni,ML,22.6783,-3.9836,88.52,7,0,7.2,clear sky
554,Santa Rosalia,MX,27.3167,-112.2833,76.8,48,0,2.68,clear sky
555,Half Moon Bay,US,37.4636,-122.4286,72.03,72,20,26.46,haze
556,Jaen,ES,38.0,-3.5,70.16,39,9,5.82,clear sky
557,Alberdi,AR,-32.8899,-60.6906,51.04,66,0,13.8,clear sky
558,Ust-Maya,RU,60.4167,134.5333,46.38,68,99,4.27,light rain
559,Saint-Dizier,FR,48.4167,5.0833,58.6,80,100,3.22,overcast clouds
560,Dali,CN,25.7,100.1833,66.52,73,100,5.75,overcast clouds
561,Tremedal,BR,-14.9758,-41.4108,70.95,71,5,3.29,clear sky
562,Dunedin,NZ,-45.8742,170.5036,57.79,63,100,5.66,overcast clouds
563,Delta Del Tigre,UY,-34.7633,-56.3853,57.31,76,65,24.45,broken clouds
564,Omboue,GA,-1.5746,9.2618,76.82,91,74,4.79,broken clouds
565,Bor,RU,56.3567,44.0669,46.33,94,100,10.29,overcast clouds
566,Maua,BR,-23.6678,-46.4614,58.08,54,0,15.95,clear sky
567,Ishigaki,JP,24.3448,124.1572,78.93,73,75,17.27,broken clouds
568,Banda Aceh,ID,5.5577,95.3222,83.64,69,100,7.9,overcast clouds
569,Jalu,LY,29.0331,21.5482,78.51,26,0,7.74,clear sky
570,Hasaki,JP,35.7333,140.8333,72.28,65,94,4.99,light rain
571,Tandil,AR,-37.3217,-59.1332,46.69,73,92,12.68,overcast clouds
572,Kinston,US,35.2627,-77.5816,71.71,77,0,0.0,clear sky
573,Zlitan,LY,32.4674,14.5687,66.18,71,88,4.72,overcast clouds
574,Erenhot,CN,43.6475,111.9767,70.14,16,100,11.39,overcast clouds
575,Opunake,NZ,-39.4556,173.8583,67.84,74,4,6.87,clear sky
576,Jacareacanga,BR,-6.2222,-57.7528,73.35,99,100,2.3,overcast clouds
577,Lashio,MM,22.9333,97.75,75.49,79,98,1.52,overcast clouds
578,Westport,US,41.1415,-73.3579,66.24,46,0,17.27,clear sky
579,Namibe,AO,-15.1961,12.1522,71.71,64,0,8.52,clear sky
580,Pozo Colorado,PY,-23.4923,-58.7972,48.06,59,0,6.96,clear sky
581,Rundu,NA,-17.9333,19.7667,54.43,45,30,4.7,scattered clouds
582,Hualmay,PE,-11.0964,-77.6139,63.79,84,98,5.82,overcast clouds
583,Maraba,BR,-5.3686,-49.1178,73.49,96,100,1.36,overcast clouds
584,Khandyga,RU,62.6667,135.6,38.32,96,100,4.38,light rain
585,Tagab,AF,34.855,69.6492,72.7,29,1,4.27,clear sky
586,Dekar,BW,-21.5333,21.9333,58.42,54,82,8.52,broken clouds
587,Campbell River,CA,50.0163,-125.2446,53.6,71,75,10.36,broken clouds
588,Amot,NO,59.5714,7.9877,41.7,64,19,3.27,few clouds
589,Spodnja Idrija,SI,46.0319,14.0272,58.89,97,22,4.63,few clouds
590,Tres Picos,MX,15.8667,-93.5333,83.23,73,35,1.88,scattered clouds
591,Udachnyy,RU,66.4167,112.4,38.97,64,7,8.46,clear sky
592,Itupiranga,BR,-5.1347,-49.3267,74.26,95,100,2.37,light rain
593,Novo Aripuana,BR,-5.1206,-60.3797,73.67,99,100,2.62,overcast clouds
594,Dong Hoi,VN,17.4833,106.6,77.32,74,100,7.38,overcast clouds
595,Amapa,BR,1.0,-52.0,73.08,99,100,2.35,overcast clouds
596,Envira,BR,-7.3,-70.2167,65.03,93,74,2.55,broken clouds
597,Vyselki,RU,45.5794,39.6597,50.88,91,61,5.95,broken clouds
598,Gibsons,CA,49.3997,-123.5027,58.75,62,92,5.88,overcast clouds
599,Avera,US,33.194,-82.5271,71.11,45,0,3.94,clear sky
600,Vokhma,RU,58.9303,46.7586,40.17,84,100,9.78,overcast clouds
601,Quirinopolis,BR,-18.4483,-50.4517,51.53,52,12,7.34,few clouds
602,Alenquer,BR,-1.9417,-54.7383,75.02,95,94,1.48,overcast clouds
603,Okhotsk,RU,59.3833,143.3,34.77,95,100,3.83,overcast clouds
604,Puerto Escondido,MX,15.85,-97.0667,83.3,67,16,6.04,few clouds
605,Beni Suef,EG,29.0731,31.0979,68.02,45,1,8.97,clear sky
606,Lokosovo,RU,61.1333,74.8167,57.34,65,28,5.44,scattered clouds
607,Vardo,NO,70.3705,31.1107,31.98,93,75,19.57,broken clouds
608,Piranshahr,IR,36.701,45.1413,50.23,71,0,3.69,clear sky
609,Matara,LK,5.9485,80.5353,79.77,89,44,14.14,scattered clouds
610,Shelbyville,US,35.4834,-86.4603,72.84,67,0,3.44,clear sky
611,Turek,PL,52.0155,18.5005,36.61,75,0,5.97,clear sky
612,Birao,CF,10.2849,22.7882,80.4,61,100,4.81,overcast clouds
613,Agboville,CI,5.928,-4.2132,74.7,99,100,3.67,overcast clouds
614,Onverwacht,SR,5.5833,-55.1833,79.86,94,40,4.61,scattered clouds
615,Nantucket,US,41.2835,-70.0995,61.14,87,75,11.5,broken clouds
616,Nouadhibou,MR,20.931,-17.0347,67.98,77,99,20.71,overcast clouds
617,Aksu,CN,41.1231,80.2644,73.54,28,0,5.57,clear sky
618,Gat,IL,31.61,34.7642,68.4,81,0,0.43,clear sky
619,Albury,AU,-36.0833,146.9167,57.33,91,75,11.5,broken clouds
620,Makakilo City,US,21.3469,-158.0858,82.72,60,20,11.5,few clouds
621,Reshetikha,RU,56.2189,43.2936,46.13,94,100,10.22,overcast clouds
622,Palanga,LT,55.9175,21.0686,33.82,93,0,1.14,clear sky
623,Yuanping,CN,38.7153,112.7575,72.63,20,100,2.06,overcast clouds
624,Dryden,CA,49.7833,-92.7503,57.49,44,100,4.61,overcast clouds
625,Buin,CL,-33.7333,-70.75,60.06,45,4,3.18,clear sky
626,Lethem,GY,3.3803,-59.7968,76.6,92,100,3.83,overcast clouds
627,Ulaanbaatar,MN,47.9077,106.8832,60.93,29,20,8.95,few clouds
628,Ahmadpur,IN,18.7,76.9333,84.99,53,100,15.32,moderate rain
629,Turukhansk,RU,65.8167,87.9833,48.38,99,100,4.88,moderate rain
630,Plettenberg Bay,ZA,-34.0527,23.3716,78.51,34,40,15.9,scattered clouds
631,Playas,EC,-2.6333,-80.3833,73.62,82,66,11.25,broken clouds
632,Beli Potok,RS,44.7061,20.5197,61.95,89,100,8.9,light rain
633,Lapithos,CY,35.3375,33.1792,61.09,84,0,3.89,clear sky
634,Garden City,US,42.3256,-83.331,62.85,55,40,5.75,scattered clouds
635,Barra Do Garcas,BR,-15.89,-52.2567,62.4,35,98,6.73,overcast clouds
636,Luga,RU,58.7372,29.8453,34.66,93,63,4.9,broken clouds
637,Kropotkin,RU,45.4375,40.5756,50.14,91,83,6.46,broken clouds
638,Ulfborg,DK,56.2673,8.3217,53.96,58,100,16.82,overcast clouds
639,Luz,BR,-19.8014,-45.6856,52.11,58,0,9.13,clear sky
640,Fureidis,IL,32.5986,34.9558,60.15,87,0,3.13,clear sky
641,Hearst,CA,49.6835,-83.6665,52.05,54,0,2.68,clear sky
642,Bud,US,39.447,-86.1758,71.62,59,94,7.52,overcast clouds
643,Humaita,BR,-7.5061,-63.0208,70.36,86,99,3.6,overcast clouds
644,San Isidro,PE,-12.1167,-77.05,62.51,23,100,4.61,mist
645,Saint-Pierre,RE,-21.3393,55.4781,67.68,68,0,6.91,clear sky
646,Aitape,PG,-3.1374,142.3475,87.35,62,50,7.54,scattered clouds
647,Yinchuan,CN,38.4681,106.2731,70.45,20,100,4.25,overcast clouds
648,Touros,BR,-5.1989,-35.4608,78.78,79,69,10.63,broken clouds
649,Ugoofaaru,MV,5.6667,73.0,83.1,77,100,22.17,overcast clouds
650,Aruppukkottai,IN,9.5167,78.1,79.23,72,100,9.64,overcast clouds
651,Wufeng,CN,27.45,104.8333,47.77,97,100,3.09,overcast clouds
652,Chifeng,CN,42.2683,118.9636,72.86,17,0,6.35,clear sky
653,Aklavik,CA,68.2191,-135.0107,31.95,97,100,11.14,light snow
654,Moron,AR,-34.6534,-58.6198,53.29,74,100,14.7,overcast clouds
655,Uthal,PK,25.8072,66.6219,82.13,75,3,3.18,clear sky
656,Mabaruma,GY,8.2,-59.7833,77.34,88,93,6.22,overcast clouds
657,Vila Velha,BR,-20.3297,-40.2925,73.35,94,75,2.3,broken clouds
658,Kabanjahe,ID,3.1001,98.4908,73.09,67,100,1.07,overcast clouds
659,Kimbe,PG,-5.5502,150.1429,89.96,56,59,4.47,broken clouds
660,Macedonia,US,41.3137,-81.5085,56.35,73,82,1.39,broken clouds
661,Lubbock,US,33.6001,-101.8338,93.45,13,40,10.36,scattered clouds
662,Saint-Esteve,FR,42.7131,2.843,67.82,85,0,4.61,clear sky
663,Hyeres,FR,43.1167,6.1167,66.42,88,0,1.14,clear sky
664,Malpe,IN,13.35,74.7167,78.1,86,100,7.38,light rain
665,Yermish,RU,54.7678,42.2711,39.67,95,47,5.23,scattered clouds
666,Yumen,CN,40.2833,97.2,69.49,20,2,2.98,clear sky
667,Mocuba,MZ,-16.8392,36.9856,62.29,99,17,3.53,few clouds
668,Turan,VN,16.0678,108.2208,80.58,69,75,5.75,broken clouds
669,Kemin,KG,42.7846,75.6892,65.46,56,41,5.55,scattered clouds
670,Bilma,NE,18.6853,12.9164,85.77,13,41,9.4,scattered clouds
671,Bogale,MM,16.2833,95.4,85.3,70,96,4.16,overcast clouds
672,Kawalu,ID,-7.3817,108.2082,82.18,66,48,2.3,scattered clouds
673,Nikolaevo,BG,42.6333,25.8,62.24,92,99,5.7,overcast clouds
674,Zelhem,NL,52.0067,6.3486,64.02,86,83,6.96,broken clouds
675,Mitsamiouli,KM,-11.3847,43.2844,78.51,70,2,7.02,clear sky
676,San Andres,CO,12.5847,-81.7006,82.42,83,40,9.22,scattered clouds
677,Fairbanks,US,64.8378,-147.7164,57.2,52,75,1.14,broken clouds
678,Marawi,PH,7.9986,124.2928,81.73,64,57,0.94,broken clouds
679,Tromso,NO,69.6496,18.957,37.42,81,100,3.44,overcast clouds
680,Sabang,ID,5.8933,95.3214,82.98,74,100,11.74,overcast clouds
681,Launceston,AU,-41.45,147.1667,54.81,65,83,18.41,light rain
682,Coahuayana,MX,18.7333,-103.6833,74.97,60,16,2.48,few clouds
683,Tamiahua,MX,21.2667,-97.45,78.37,82,6,11.92,clear sky
684,Keetmanshoop,NA,-26.5833,18.1333,61.0,44,0,11.83,clear sky
685,Sindor,RU,62.8629,51.8905,33.51,80,24,7.78,few clouds
686,Canatlan,MX,24.5167,-104.7833,63.48,62,100,4.81,overcast clouds
687,Aguimes,ES,27.9054,-15.4461,66.83,68,75,21.85,broken clouds
